point_id,year,demand
99,2010.0,22.14
100,2010.0,36.15
101,2010.0,15.16
102,2010.0,12.42
103,2010.0,37.23
104,2010.0,28.65
105,2010.0,11.65
106,2010.0,42.48
107,2010.0,53.19
108,2010.0,46.97
109,2010.0,27.11
110,2010.0,28.98
111,2010.0,37.97
112,2010.0,35.09
113,2010.0,22.21
114,2010.0,20.77
115,2010.0,19.87
116,2010.0,21.02
117,2010.0,15.36
118,2010.0,13.87
119,2010.0,18.2
120,2010.0,18.78
121,2010.0,12.56
122,2010.0,17.59
123,2010.0,8.23
124,2010.0,14.01
125,2010.0,10.16
126,2010.0,15.84
127,2010.0,4.66
128,2010.0,6.24
129,2010.0,8.63
130,2010.0,8.99
131,2010.0,13.01
132,2010.0,6.16
133,2010.0,10.3
134,2010.0,11.33
135,2010.0,10.3
136,2010.0,4.97
137,2010.0,11.77
138,2010.0,10.98
139,2010.0,9.21
140,2010.0,9.28
141,2010.0,7.93
142,2010.0,7.1
143,2010.0,9.98
144,2010.0,7.14
145,2010.0,5.42
146,2010.0,5.85
147,2010.0,6.79
148,2010.0,10.4
149,2010.0,9.82
150,2010.0,10.3
151,2010.0,12.96
152,2010.0,10.13
153,2010.0,19.23
154,2010.0,14.68
155,2010.0,14.36
156,2010.0,22.55
157,2010.0,8.25
158,2010.0,17.42
159,2010.0,34.52
160,2010.0,11.07
161,2010.0,40.32
162,2010.0,46.79
163,2010.0,23.32
164,2010.0,38.97
165,2010.0,48.43
166,2010.0,31.66
167,2010.0,43.46
168,2010.0,27.79
169,2010.0,27.63
170,2010.0,27.09
171,2010.0,35.26
172,2010.0,43.72
173,2010.0,31.25
174,2010.0,16.68
175,2010.0,16.82
176,2010.0,31.95
177,2010.0,41.96
178,2010.0,26.88
179,2010.0,19.0
180,2010.0,23.01
181,2010.0,15.25
182,2010.0,12.8
183,2010.0,9.51
184,2010.0,18.03
185,2010.0,1.72
186,2010.0,13.77
187,2010.0,8.94
188,2010.0,8.03
189,2010.0,14.95
190,2010.0,5.98
191,2010.0,5.06
192,2010.0,7.53
193,2010.0,8.46
194,2010.0,6.6
195,2010.0,3.37
196,2010.0,5.4
197,2010.0,10.55
198,2010.0,8.32
199,2010.0,9.23
200,2010.0,7.62
201,2010.0,6.82
202,2010.0,13.56
203,2010.0,6.79
204,2010.0,7.28
205,2010.0,11.24
206,2010.0,6.18
207,2010.0,6.61
208,2010.0,8.5
209,2010.0,8.28
210,2010.0,9.53
211,2010.0,17.22
212,2010.0,10.52
213,2010.0,2.08
214,2010.0,12.61
215,2010.0,11.85
216,2010.0,12.69
217,2010.0,15.98
218,2010.0,18.23
219,2010.0,17.92
220,2010.0,24.48
221,2010.0,16.39
222,2010.0,17.1
223,2010.0,53.26
224,2010.0,20.6
225,2010.0,31.81
226,2010.0,16.47
227,2010.0,32.23
228,2010.0,25.14
229,2010.0,33.29
230,2010.0,50.0
231,2010.0,42.03
232,2010.0,45.24
233,2010.0,16.32
234,2010.0,53.99
235,2010.0,22.71
236,2010.0,49.97
237,2010.0,45.61
238,2010.0,36.39
239,2010.0,20.77
240,2010.0,32.25
241,2010.0,20.18
242,2010.0,24.44
243,2010.0,21.46
244,2010.0,6.51
245,2010.0,22.14
246,2010.0,14.78
247,2010.0,11.68
248,2010.0,10.88
249,2010.0,13.58
250,2010.0,7.18
251,2010.0,2.4
252,2010.0,10.19
253,2010.0,10.2
254,2010.0,8.57
255,2010.0,4.6
256,2010.0,7.53
257,2010.0,3.87
258,2010.0,5.74
259,2010.0,6.3
260,2010.0,10.54
261,2010.0,7.48
262,2010.0,7.16
263,2010.0,14.75
264,2010.0,11.54
265,2010.0,10.14
266,2010.0,7.61
267,2010.0,6.7
268,2010.0,2.17
269,2010.0,12.1
270,2010.0,10.45
271,2010.0,7.96
272,2010.0,9.1
273,2010.0,11.19
274,2010.0,4.74
275,2010.0,7.98
276,2010.0,6.31
277,2010.0,16.83
278,2010.0,15.3
279,2010.0,3.72
280,2010.0,6.9
281,2010.0,15.36
282,2010.0,13.45
283,2010.0,11.4
284,2010.0,35.75
285,2010.0,23.3
286,2010.0,29.04
287,2010.0,22.27
288,2010.0,33.87
289,2010.0,25.67
290,2010.0,30.72
291,2010.0,48.09
292,2010.0,16.6
293,2010.0,61.7
294,2010.0,42.64
295,2010.0,55.91
296,2010.0,26.17
297,2010.0,26.87
298,2010.0,23.59
299,2010.0,38.63
300,2010.0,37.62
301,2010.0,31.87
302,2010.0,22.12
303,2010.0,18.98
304,2010.0,29.57
305,2010.0,22.63
306,2010.0,18.49
307,2010.0,33.26
308,2010.0,17.95
309,2010.0,26.1
310,2010.0,13.95
311,2010.0,18.29
312,2010.0,14.01
313,2010.0,5.24
314,2010.0,15.96
315,2010.0,10.02
316,2010.0,12.82
317,2010.0,6.74
318,2010.0,8.34
319,2010.0,5.72
320,2010.0,12.26
321,2010.0,8.77
322,2010.0,10.44
323,2010.0,12.26
324,2010.0,13.05
325,2010.0,11.39
326,2010.0,4.89
327,2010.0,7.06
328,2010.0,6.34
329,2010.0,12.01
330,2010.0,10.6
331,2010.0,5.39
332,2010.0,8.79
333,2010.0,5.24
334,2010.0,8.92
335,2010.0,4.27
336,2010.0,11.07
337,2010.0,10.28
338,2010.0,16.09
339,2010.0,13.43
340,2010.0,9.24
341,2010.0,15.17
342,2010.0,6.99
343,2010.0,9.25
344,2010.0,13.87
345,2010.0,5.25
346,2010.0,17.66
347,2010.0,12.88
348,2010.0,21.14
349,2010.0,15.44
350,2010.0,29.28
351,2010.0,27.86
352,2010.0,44.29
353,2010.0,35.15
354,2010.0,31.15
355,2010.0,36.88
356,2010.0,23.37
357,2010.0,44.86
358,2010.0,50.12
359,2010.0,79.45
360,2010.0,31.7
361,2010.0,37.45
362,2010.0,34.8
363,2010.0,45.47
364,2010.0,43.75
365,2010.0,33.7
366,2010.0,46.93
367,2010.0,23.45
368,2010.0,40.75
369,2010.0,33.78
370,2010.0,25.34
371,2010.0,21.54
372,2010.0,40.03
373,2010.0,14.54
374,2010.0,17.4
375,2010.0,11.83
376,2010.0,23.64
377,2010.0,18.37
378,2010.0,9.13
379,2010.0,13.53
380,2010.0,11.91
381,2010.0,7.8
382,2010.0,11.87
383,2010.0,10.3
384,2010.0,10.29
385,2010.0,9.16
386,2010.0,11.85
387,2010.0,9.77
388,2010.0,10.89
389,2010.0,8.27
390,2010.0,16.69
391,2010.0,6.35
392,2010.0,11.94
393,2010.0,9.8
394,2010.0,14.43
395,2010.0,6.77
396,2010.0,6.04
397,2010.0,6.39
398,2010.0,9.86
399,2010.0,5.12
400,2010.0,9.95
401,2010.0,3.11
402,2010.0,9.9
403,2010.0,9.2
404,2010.0,6.01
405,2010.0,16.22
406,2010.0,7.47
407,2010.0,18.35
408,2010.0,11.17
409,2010.0,25.34
410,2010.0,24.19
411,2010.0,14.19
412,2010.0,15.47
413,2010.0,29.91
414,2010.0,25.5
415,2010.0,31.07
416,2010.0,46.77
417,2010.0,30.07
418,2010.0,36.34
419,2010.0,52.89
420,2010.0,50.8
421,2010.0,42.46
422,2010.0,37.72
423,2010.0,21.56
424,2010.0,24.84
425,2010.0,55.24
426,2010.0,41.57
427,2010.0,44.56
428,2010.0,59.04
429,2010.0,24.89
430,2010.0,31.95
431,2010.0,38.53
432,2010.0,28.46
433,2010.0,40.99
434,2010.0,42.28
435,2010.0,27.96
436,2010.0,35.03
437,2010.0,9.95
438,2010.0,18.41
439,2010.0,17.39
440,2010.0,10.4
441,2010.0,15.16
442,2010.0,7.68
443,2010.0,15.2
444,2010.0,14.38
445,2010.0,10.62
446,2010.0,3.51
447,2010.0,6.1
448,2010.0,10.83
449,2010.0,9.19
450,2010.0,1.01
451,2010.0,14.19
452,2010.0,9.94
453,2010.0,7.47
454,2010.0,14.75
455,2010.0,8.67
456,2010.0,8.08
457,2010.0,12.39
458,2010.0,16.02
459,2010.0,15.34
460,2010.0,11.31
461,2010.0,12.92
462,2010.0,12.86
463,2010.0,5.73
464,2010.0,14.04
465,2010.0,7.72
466,2010.0,13.18
467,2010.0,10.08
468,2010.0,13.0
469,2010.0,13.02
470,2010.0,0.0
471,2010.0,15.36
472,2010.0,23.37
473,2010.0,21.23
474,2010.0,20.0
475,2010.0,33.51
476,2010.0,25.99
477,2010.0,33.09
478,2010.0,34.23
479,2010.0,34.31
480,2010.0,23.81
481,2010.0,7.34
482,2010.0,32.46
483,2010.0,53.83
484,2010.0,38.25
485,2010.0,60.18
486,2010.0,43.06
487,2010.0,69.87
488,2010.0,41.13
489,2010.0,56.82
490,2010.0,51.2
491,2010.0,66.38
492,2010.0,18.28
493,2010.0,33.06
494,2010.0,45.13
495,2010.0,52.52
496,2010.0,36.8
497,2010.0,26.64
498,2010.0,35.3
499,2010.0,29.14
500,2010.0,20.83
501,2010.0,25.84
502,2010.0,28.63
503,2010.0,29.28
504,2010.0,20.7
505,2010.0,14.41
506,2010.0,14.39
507,2010.0,16.27
508,2010.0,11.18
509,2010.0,13.62
510,2010.0,6.17
511,2010.0,11.88
512,2010.0,5.7
513,2010.0,8.41
514,2010.0,12.68
515,2010.0,17.49
516,2010.0,9.03
517,2010.0,8.27
518,2010.0,9.97
519,2010.0,19.03
520,2010.0,0.69
521,2010.0,6.69
522,2010.0,20.19
523,2010.0,14.8
524,2010.0,7.14
525,2010.0,10.7
526,2010.0,12.51
527,2010.0,15.3
528,2010.0,17.27
529,2010.0,12.34
530,2010.0,8.93
531,2010.0,14.6
532,2010.0,8.66
533,2010.0,7.74
534,2010.0,5.07
535,2010.0,8.03
536,2010.0,11.07
537,2010.0,13.22
538,2010.0,22.44
539,2010.0,15.18
540,2010.0,0.0
541,2010.0,16.14
542,2010.0,29.04
543,2010.0,28.77
544,2010.0,52.66
545,2010.0,30.28
546,2010.0,49.18
547,2010.0,42.9
548,2010.0,44.85
549,2010.0,33.22
550,2010.0,40.22
551,2010.0,34.43
552,2010.0,54.06
553,2010.0,44.1
554,2010.0,31.75
555,2010.0,58.07
556,2010.0,49.62
557,2010.0,39.25
558,2010.0,39.47
559,2010.0,38.73
560,2010.0,25.53
561,2010.0,34.51
562,2010.0,23.24
563,2010.0,18.74
564,2010.0,11.77
565,2010.0,20.14
566,2010.0,25.83
567,2010.0,15.16
568,2010.0,36.32
569,2010.0,21.05
570,2010.0,18.14
571,2010.0,17.97
572,2010.0,19.61
573,2010.0,9.45
574,2010.0,1.67
575,2010.0,8.03
576,2010.0,12.44
577,2010.0,10.47
578,2010.0,11.94
579,2010.0,17.23
580,2010.0,13.79
581,2010.0,15.86
582,2010.0,8.35
583,2010.0,8.54
584,2010.0,18.16
585,2010.0,10.99
586,2010.0,8.53
587,2010.0,10.27
588,2010.0,9.05
589,2010.0,8.84
590,2010.0,6.19
591,2010.0,5.46
592,2010.0,9.95
593,2010.0,9.48
594,2010.0,16.11
595,2010.0,13.85
596,2010.0,14.56
597,2010.0,10.18
598,2010.0,13.54
599,2010.0,17.23
600,2010.0,26.55
601,2010.0,21.23
602,2010.0,33.69
603,2010.0,23.23
604,2010.0,34.18
605,2010.0,23.03
606,2010.0,11.62
607,2010.0,36.47
608,2010.0,50.42
609,2010.0,51.05
610,2010.0,47.21
611,2010.0,39.59
612,2010.0,36.53
613,2010.0,56.33
614,2010.0,57.41
615,2010.0,42.43
616,2010.0,70.8
617,2010.0,36.25
618,2010.0,38.17
619,2010.0,71.62
620,2010.0,56.83
621,2010.0,34.19
622,2010.0,46.5
623,2010.0,45.0
624,2010.0,2.94
625,2010.0,25.05
626,2010.0,33.98
627,2010.0,23.66
628,2010.0,28.89
629,2010.0,39.19
630,2010.0,21.01
631,2010.0,11.48
632,2010.0,21.74
633,2010.0,14.37
634,2010.0,15.65
635,2010.0,12.55
636,2010.0,22.93
637,2010.0,2.98
638,2010.0,9.81
639,2010.0,10.14
640,2010.0,7.6
641,2010.0,13.24
642,2010.0,15.02
643,2010.0,11.95
644,2010.0,10.0
645,2010.0,12.87
646,2010.0,12.3
647,2010.0,12.69
648,2010.0,12.56
649,2010.0,14.19
650,2010.0,17.18
651,2010.0,7.25
652,2010.0,8.34
653,2010.0,5.08
654,2010.0,15.89
655,2010.0,13.36
656,2010.0,15.01
657,2010.0,6.56
658,2010.0,19.34
659,2010.0,9.83
660,2010.0,14.51
661,2010.0,17.8
662,2010.0,9.75
663,2010.0,12.08
664,2010.0,17.46
665,2010.0,44.57
666,2010.0,24.24
667,2010.0,45.65
668,2010.0,41.02
669,2010.0,34.73
670,2010.0,20.0
671,2010.0,49.77
672,2010.0,22.48
673,2010.0,70.89
674,2010.0,48.91
675,2010.0,5.05
676,2010.0,41.34
677,2010.0,59.4
678,2010.0,51.51
679,2010.0,73.35
680,2010.0,38.64
681,2010.0,29.17
682,2010.0,54.57
683,2010.0,47.42
684,2010.0,43.8
685,2010.0,68.08
686,2010.0,30.77
687,2010.0,45.22
688,2010.0,39.25
689,2010.0,19.12
690,2010.0,21.24
691,2010.0,32.15
692,2010.0,47.99
693,2010.0,30.9
694,2010.0,10.38
695,2010.0,0.0
696,2010.0,25.09
697,2010.0,18.44
698,2010.0,22.69
699,2010.0,10.83
700,2010.0,15.72
701,2010.0,16.52
702,2010.0,10.0
703,2010.0,10.14
704,2010.0,9.83
705,2010.0,15.02
706,2010.0,12.14
707,2010.0,17.2
708,2010.0,11.51
709,2010.0,7.08
710,2010.0,20.89
711,2010.0,10.03
712,2010.0,10.85
713,2010.0,13.72
714,2010.0,13.2
715,2010.0,12.05
716,2010.0,11.09
717,2010.0,12.16
718,2010.0,14.25
719,2010.0,2.66
720,2010.0,19.41
721,2010.0,11.67
722,2010.0,11.8
723,2010.0,7.07
724,2010.0,13.12
725,2010.0,11.55
726,2010.0,24.05
727,2010.0,12.31
728,2010.0,21.53
729,2010.0,19.03
730,2010.0,21.42
731,2010.0,22.0
732,2010.0,39.85
733,2010.0,11.97
734,2010.0,18.16
735,2010.0,11.99
736,2010.0,26.01
737,2010.0,33.02
738,2010.0,22.61
739,2010.0,39.19
740,2010.0,15.05
741,2010.0,35.16
742,2010.0,74.59
743,2010.0,62.23
744,2010.0,58.04
745,2010.0,35.44
746,2010.0,22.83
747,2010.0,35.5
748,2010.0,52.53
749,2010.0,59.37
750,2010.0,64.06
751,2010.0,53.52
752,2010.0,30.96
753,2010.0,38.36
754,2010.0,33.98
755,2010.0,30.28
756,2010.0,49.98
757,2010.0,12.63
758,2010.0,24.0
759,2010.0,33.43
760,2010.0,11.92
761,2010.0,15.08
762,2010.0,14.5
763,2010.0,15.85
764,2010.0,6.71
765,2010.0,17.22
766,2010.0,15.31
767,2010.0,14.92
768,2010.0,8.37
769,2010.0,12.65
770,2010.0,7.81
771,2010.0,11.56
772,2010.0,21.64
773,2010.0,14.32
774,2010.0,7.64
775,2010.0,14.02
776,2010.0,8.37
777,2010.0,8.69
778,2010.0,8.93
779,2010.0,11.34
780,2010.0,16.93
781,2010.0,16.25
782,2010.0,15.07
783,2010.0,9.18
784,2010.0,10.72
785,2010.0,14.73
786,2010.0,10.3
787,2010.0,12.8
788,2010.0,17.63
789,2010.0,14.09
790,2010.0,18.12
791,2010.0,30.12
792,2010.0,22.49
793,2010.0,32.55
794,2010.0,32.63
795,2010.0,15.01
796,2010.0,21.02
797,2010.0,23.4
798,2010.0,25.97
799,2010.0,38.1
800,2010.0,53.14
801,2010.0,68.3
802,2010.0,53.9
803,2010.0,46.13
804,2010.0,15.83
805,2010.0,59.15
806,2010.0,60.74
807,2010.0,62.86
808,2010.0,99.46
809,2010.0,85.07
810,2010.0,68.19
811,2010.0,38.26
812,2010.0,46.14
813,2010.0,45.91
814,2010.0,38.23
815,2010.0,51.92
816,2010.0,48.59
817,2010.0,26.92
818,2010.0,52.52
819,2010.0,37.78
820,2010.0,14.28
821,2010.0,29.4
822,2010.0,32.42
823,2010.0,32.11
824,2010.0,25.48
825,2010.0,27.58
826,2010.0,20.01
827,2010.0,9.38
828,2010.0,9.45
829,2010.0,20.75
830,2010.0,17.92
831,2010.0,15.13
832,2010.0,16.79
833,2010.0,17.59
834,2010.0,17.06
835,2010.0,9.62
836,2010.0,25.28
837,2010.0,15.73
838,2010.0,11.97
839,2010.0,11.33
840,2010.0,19.26
841,2010.0,7.09
842,2010.0,19.33
843,2010.0,9.38
844,2010.0,15.15
845,2010.0,10.79
846,2010.0,11.75
847,2010.0,11.15
848,2010.0,12.91
849,2010.0,22.86
850,2010.0,22.08
851,2010.0,15.28
852,2010.0,15.92
853,2010.0,20.38
854,2010.0,24.97
855,2010.0,13.92
856,2010.0,20.29
857,2010.0,9.58
858,2010.0,36.9
859,2010.0,48.4
860,2010.0,33.79
861,2010.0,9.48
862,2010.0,47.38
863,2010.0,28.4
864,2010.0,33.13
865,2010.0,54.57
866,2010.0,53.71
867,2010.0,51.65
868,2010.0,43.09
869,2010.0,54.33
870,2010.0,54.36
871,2010.0,36.65
872,2010.0,54.46
873,2010.0,64.13
874,2010.0,61.74
875,2010.0,29.28
876,2010.0,84.38
877,2010.0,4.57
878,2010.0,43.83
879,2010.0,44.62
880,2010.0,50.44
881,2010.0,61.48
882,2010.0,56.82
883,2010.0,30.28
884,2010.0,46.56
885,2010.0,32.47
886,2010.0,11.3
887,2010.0,42.82
888,2010.0,14.44
889,2010.0,24.26
890,2010.0,25.31
891,2010.0,22.54
892,2010.0,16.71
893,2010.0,23.39
894,2010.0,7.64
895,2010.0,15.16
896,2010.0,9.84
897,2010.0,9.45
898,2010.0,13.69
899,2010.0,18.04
900,2010.0,12.73
901,2010.0,18.83
902,2010.0,13.41
903,2010.0,10.63
904,2010.0,14.04
905,2010.0,14.28
906,2010.0,12.45
907,2010.0,17.3
908,2010.0,15.02
909,2010.0,6.17
910,2010.0,6.77
911,2010.0,15.81
912,2010.0,11.11
913,2010.0,18.07
914,2010.0,16.58
915,2010.0,9.42
916,2010.0,9.69
917,2010.0,29.33
918,2010.0,18.48
919,2010.0,17.22
920,2010.0,14.38
921,2010.0,21.35
922,2010.0,17.21
923,2010.0,30.22
924,2010.0,24.11
925,2010.0,52.44
926,2010.0,34.28
927,2010.0,28.04
928,2010.0,38.44
929,2010.0,5.81
930,2010.0,49.6
931,2010.0,51.52
932,2010.0,75.4
933,2010.0,22.84
934,2010.0,84.07
935,2010.0,81.91
936,2010.0,85.61
937,2010.0,54.72
938,2010.0,84.12
939,2010.0,31.15
940,2010.0,75.92
941,2010.0,38.75
942,2010.0,28.47
943,2010.0,34.46
944,2010.0,49.27
945,2010.0,32.11
946,2010.0,52.98
947,2010.0,15.71
948,2010.0,12.25
949,2010.0,49.53
950,2010.0,46.73
951,2010.0,19.56
952,2010.0,31.09
953,2010.0,33.06
954,2010.0,27.08
955,2010.0,24.25
956,2010.0,28.08
957,2010.0,15.13
958,2010.0,16.56
959,2010.0,15.57
960,2010.0,11.93
961,2010.0,10.49
962,2010.0,14.2
963,2010.0,13.96
964,2010.0,9.66
965,2010.0,19.22
966,2010.0,10.03
967,2010.0,14.25
968,2010.0,14.24
969,2010.0,17.35
970,2010.0,5.02
971,2010.0,21.44
972,2010.0,11.9
973,2010.0,19.86
974,2010.0,11.68
975,2010.0,16.91
976,2010.0,22.66
977,2010.0,14.05
978,2010.0,22.72
979,2010.0,16.36
980,2010.0,18.13
981,2010.0,18.07
982,2010.0,25.07
983,2010.0,15.76
984,2010.0,17.02
985,2010.0,20.47
986,2010.0,28.7
987,2010.0,29.12
988,2010.0,43.94
989,2010.0,52.21
990,2010.0,29.39
991,2010.0,30.29
992,2010.0,26.32
993,2010.0,83.85
994,2010.0,58.2
995,2010.0,62.39
996,2010.0,30.62
997,2010.0,53.14
998,2010.0,67.99
999,2010.0,60.18
1000,2010.0,82.58
1001,2010.0,99.89
1002,2010.0,40.69
1003,2010.0,40.37
1004,2010.0,42.32
1005,2010.0,90.99
1006,2010.0,83.77
1007,2010.0,57.74
1008,2010.0,61.26
1009,2010.0,32.47
1010,2010.0,57.77
1011,2010.0,40.61
1012,2010.0,36.46
1013,2010.0,48.72
1014,2010.0,33.68
1015,2010.0,33.95
1016,2010.0,32.82
1017,2010.0,37.62
1018,2010.0,39.04
1019,2010.0,28.25
1020,2010.0,26.95
1021,2010.0,16.4
1022,2010.0,15.52
1023,2010.0,21.59
1024,2010.0,12.38
1025,2010.0,7.3
1026,2010.0,11.35
1027,2010.0,12.69
1028,2010.0,12.74
1029,2010.0,20.71
1030,2010.0,17.84
1031,2010.0,23.29
1032,2010.0,17.76
1033,2010.0,16.91
1034,2010.0,11.22
1035,2010.0,16.32
1036,2010.0,14.54
1037,2010.0,8.52
1038,2010.0,11.6
1039,2010.0,15.19
1040,2010.0,16.13
1041,2010.0,17.85
1042,2010.0,12.07
1043,2010.0,19.11
1044,2010.0,17.1
1045,2010.0,0.81
1046,2010.0,18.5
1047,2010.0,31.26
1048,2010.0,10.39
1049,2010.0,27.62
1050,2010.0,47.93
1051,2010.0,25.62
1052,2010.0,32.91
1053,2010.0,20.57
1054,2010.0,65.76
1055,2010.0,44.16
1056,2010.0,45.67
1057,2010.0,78.91
1058,2010.0,62.91
1059,2010.0,44.49
1060,2010.0,48.41
1061,2010.0,66.35
1062,2010.0,48.93
1063,2010.0,18.5
1064,2010.0,64.81
1065,2010.0,32.85
1066,2010.0,90.66
1067,2010.0,60.67
1068,2010.0,45.5
1069,2010.0,48.39
1070,2010.0,22.38
1071,2010.0,37.54
1072,2010.0,71.71
1073,2010.0,92.59
1074,2010.0,72.95
1075,2010.0,49.02
1076,2010.0,37.03
1077,2010.0,26.86
1078,2010.0,56.14
1079,2010.0,34.68
1080,2010.0,57.95
1081,2010.0,43.06
1082,2010.0,10.27
1083,2010.0,18.53
1084,2010.0,19.11
1085,2010.0,21.17
1086,2010.0,20.72
1087,2010.0,37.14
1088,2010.0,8.1
1089,2010.0,14.15
1090,2010.0,17.18
1091,2010.0,11.82
1092,2010.0,14.24
1093,2010.0,9.63
1094,2010.0,17.22
1095,2010.0,21.5
1096,2010.0,17.38
1097,2010.0,18.26
1098,2010.0,19.37
1099,2010.0,22.24
1100,2010.0,15.46
1101,2010.0,10.78
1102,2010.0,12.08
1103,2010.0,15.96
1104,2010.0,17.95
1105,2010.0,12.55
1106,2010.0,11.85
1107,2010.0,11.39
1108,2010.0,8.35
1109,2010.0,19.67
1110,2010.0,11.5
1111,2010.0,16.24
1112,2010.0,22.06
1113,2010.0,14.12
1114,2010.0,33.87
1115,2010.0,41.57
1116,2010.0,26.86
1117,2010.0,33.61
1118,2010.0,49.31
1119,2010.0,32.18
1120,2010.0,34.94
1121,2010.0,71.31
1122,2010.0,82.85
1123,2010.0,70.53
1124,2010.0,83.6
1125,2010.0,21.17
1126,2010.0,85.2
1127,2010.0,78.67
1128,2010.0,85.01
1129,2010.0,74.78
1130,2010.0,63.5
1131,2010.0,60.66
1132,2010.0,78.98
1133,2010.0,60.98
1134,2010.0,85.96
1135,2010.0,32.3
1136,2010.0,42.17
1137,2010.0,85.25
1138,2010.0,36.02
1139,2010.0,48.06
1140,2010.0,31.38
1141,2010.0,46.5
1142,2010.0,30.4
1143,2010.0,36.79
1144,2010.0,41.83
1145,2010.0,22.74
1146,2010.0,38.27
1147,2010.0,39.46
1148,2010.0,34.78
1149,2010.0,23.61
1150,2010.0,38.89
1151,2010.0,28.82
1152,2010.0,12.59
1153,2010.0,8.14
1154,2010.0,11.2
1155,2010.0,18.6
1156,2010.0,21.75
1157,2010.0,21.94
1158,2010.0,18.33
1159,2010.0,9.22
1160,2010.0,18.17
1161,2010.0,10.29
1162,2010.0,7.45
1163,2010.0,17.29
1164,2010.0,18.83
1165,2010.0,19.21
1166,2010.0,18.69
1167,2010.0,20.04
1168,2010.0,11.08
1169,2010.0,17.28
1170,2010.0,7.38
1171,2010.0,5.75
1172,2010.0,26.75
1173,2010.0,16.33
1174,2010.0,30.1
1175,2010.0,34.82
1176,2010.0,17.9
1177,2010.0,35.22
1178,2010.0,25.93
1179,2010.0,12.39
1180,2010.0,45.49
1181,2010.0,33.54
1182,2010.0,30.95
1183,2010.0,77.33
1184,2010.0,22.81
1185,2010.0,62.01
1186,2010.0,37.81
1187,2010.0,72.29
1188,2010.0,71.11
1189,2010.0,74.43
1190,2010.0,41.52
1191,2010.0,48.93
1192,2010.0,92.24
1193,2010.0,106.19
1194,2010.0,77.46
1195,2010.0,47.74
1196,2010.0,70.94
1197,2010.0,98.83
1198,2010.0,67.08
1199,2010.0,76.73
1200,2010.0,41.91
1201,2010.0,50.12
1202,2010.0,59.04
1203,2010.0,60.05
1204,2010.0,36.08
1205,2010.0,33.08
1206,2010.0,52.55
1207,2010.0,54.17
1208,2010.0,57.92
1209,2010.0,56.07
1210,2010.0,35.73
1211,2010.0,28.31
1212,2010.0,39.48
1213,2010.0,27.88
1214,2010.0,15.04
1215,2010.0,14.03
1216,2010.0,12.88
1217,2010.0,10.51
1218,2010.0,12.95
1219,2010.0,21.75
1220,2010.0,17.37
1221,2010.0,21.23
1222,2010.0,4.94
1223,2010.0,17.54
1224,2010.0,19.94
1225,2010.0,8.15
1226,2010.0,13.62
1227,2010.0,11.16
1228,2010.0,15.62
1229,2010.0,28.31
1230,2010.0,28.31
1231,2010.0,9.84
1232,2010.0,20.4
1233,2010.0,19.94
1234,2010.0,21.45
1235,2010.0,22.27
1236,2010.0,19.32
1237,2010.0,34.21
1238,2010.0,32.03
1239,2010.0,16.32
1240,2010.0,34.97
1241,2010.0,41.69
1242,2010.0,35.32
1243,2010.0,46.99
1244,2010.0,42.8
1245,2010.0,49.22
1246,2010.0,46.87
1247,2010.0,15.3
